link,question,answer
http://www.sistani.org/english/qa/01250/,"Is it permissible to look carefully at the body, with exception of the private parts, of the woman one intends to marry with sexual motivation or without it?","It is permissible to look at the woman’s features like the face, the hair, and the hands but without lustful intention. And [it is permissible], even if one knows that lustful thoughts will naturally occur [by looking at her]. When a person has come to know about her features by the first look, it is not permissible to look again."
http://www.sistani.org/english/qa/01152/,"Jurists have decreed that it is forbidden [for men] to wear pure and natural silk. Is it permissible for a man to wear silk that is mixed with other material if that clothing item is a necktie [or the normal tie]? And is it forbidden for man to wear the necktie, if it is made of natural and pure silk?","It is not forbidden to wear a tie, even if it is from pure silk because it is not [big enough material] to cover the private parts that must be covered [in prayer]. As for the item that is mixed with other material to the extent that it cannot be described as “pure silk,” it is permissible to wear, even if it [is big enough so that it] can cover the private parts that must be covered [in prayer]."
http://www.sistani.org/english/qa/01228/,We enter some super markets in Europe and find meat in tin containers produced by a European company with the writing on the package that conveys the sense of it being “halãl” or “slaughtered according to Islamic laws”. Is it permissible to buy and eat such meat?,The writing [on the package] has no value if it does not lead to certainty [that it is actually halãl].
http://www.sistani.org/english/qa/01133/,"What is the Islamic law about buying a car on installments? Many auto companies and authorized car selling agencies sell new and used cars on installments. Thus, when customers go to buy those cars, the companies refer them to certain institutions such as banks and insurance companies. The companies get back the capital as well as the interest in monthly installments stretched over a number of months or years. If someone fails to pay his installments on time, the company overcharges the defaulter.  The interest rate is determined on the basis of certain important factors such as the client's turnover, amount of income or timely-repayment of installments. The amount of interest generally paid is 4%, 3% or 5% or more or less. What is the Islam law with regard to buying a car on monthly installments keeping in view the foregoing details?","If the loan providing companies first buy the cars from the agencies and then sell them to customers on installments with some increase (interest) as part of the prices of the cars, the transaction is in order. Indeed, if a penalty is imposed due to a customer failing to make payment on time, it is forbidden (harām).  
And if it means that the companies or agencies themselves sell the cars to customers, and in return the loan providing company gives the price of the cars to their manufacturers or agencies, and receives more money on installments from the customer, it is forbidden."
http://www.sistani.org/english/qa/01235/,What is the stand on giving a non-Muslim the Qur`an for him or her to learn about the Qur`an and our faith if it is Arabic text?,"Given the supposition made in your message, if the Quran is not made Najis or disrespected by them, there would be no problem."
http://www.sistani.org/english/qa/01283/,Is it alright to do sajdah on concrete or on mosaic?,"Yes, it is alright."
http://www.sistani.org/english/qa/01250/,I am virgin girl but independent financially. Is it is necessary to obtain my guardian's permission for marriage?,It is necessary to seek your father or paternal grandfather's permission.
http://www.sistani.org/english/qa/01215/,"Can a Muslim individual take part in lectures, seminars, etc. in which women are in complete, proper Hijab?",There is no problem in it.
http://www.sistani.org/english/qa/01198/,"If I forget to do Ghusl Janabat and then after four days, I remember that I did not performed Ghusl Janabat. In this case, what is my obligation, do I have to do Ghusl and give the Qadha of the prayers that I offered?",You must perform Ghusl Janaba and fulfill the Qadha of your prayers.
http://www.sistani.org/english/qa/01205/,"When there is no heir for a deceased Muslim person in the foreign land, who should take charge of his burial?","If it is not possible to contact his heir and ask his consent in handling the burial procedures, the requirement of consent is lifted and it becomes obligatory, on basis of wajib kifã’i, on the Muslims to handle the burial."
http://www.sistani.org/english/qa/01358/,"Is it permissible for a ""Sayyid"" to have Sadaqa for their needs? If it is permissible, then please specify the condition.","It is permissible for a Hashimi to give his sadaqa to another Hashimi or to a non-Hashimi. This includes both Zakat of property and zakat of Fitra. But it is not permissible for a non-Hashimi to give his Sadaqa to a Hashimi. If a Hashimi receives Zakat of property or fitra from a non-Hashimi, it would be forbidden for him to use it, and he who gives it (zakat), his ""Zimma"" (obligation) would not be discharged. In cases other than those mentioned above it is permissible for a non-Hashimi to give his Sadaqa, atonement, or Fidya of fast ( kaffara) or any desirable charity to a Hashimi. Yes, if charity given to a Hashimi is too little an amount of property and it is given with the intention of repulsing calamity and evil, there is Ishkaal (objection) in its being permissible."
http://www.sistani.org/english/qa/01122/,Are we allowed to adopt children and consider them as our own children?,"It is permissible for a person to adopt a child and taking care of a deserving child on its own earns is a rewarding deed, but the child legally (Islamic Shariah) is not considered his son or daughter; i.e. the child remains non-mahram to him or his wife and he or she does not inherit from the ones who has adopted him or her.  
Adoption in the sense to change a child's surname and register him in the official documents as the parents own child is not permissible."
http://www.sistani.org/english/qa/01288/,Is it permissible to watch porn movies or pictures of naked ladies.,It is not permissible to watch them.
http://www.sistani.org/english/qa/01244/,"If my wife wants me to masturbate in front of her, is it then allowed?","You are not allowed to excite yourself with your own hands, but you can do it with your wife's hand."
http://www.sistani.org/english/qa/01266/,If Ramadhan crescent is sighted in one city would it suffice the sighting in another city?,"Should the new moon be sighted in a city, it would suffice the sighting in another city, provided the two fall on the same horizon. That is, if the new moon was sighted in the first town, there would be a distinct possibility of sighting it in the second, barring any obstacles, such as clouds and high mountains ."
http://www.sistani.org/english/qa/01231/,Can I perform Jumu'ah prayers with Sunnis?,You should perform Zuhr prayer separately; performing Jumu'ah prayers with them is not enough.
http://www.sistani.org/english/qa/01179/,"A person has entered a country as a visitor and his passport was stamped that he was not allowed to work. If he works illegally and gets the money 'under the table', is it halal?","If the visa was granted against an undertaking that the person should not engage in any sort of employment during the period of his stay in the country, his infringement of the undertaking is Haram. However, this should not deny him the wages for the work; it is permissible that he has the right of disposal over it as he deems fit."
